Site;Zone;Zone.Abb;LAT;LONG;Habitat;FirstSurvey;FirstSurveyDate;Count;Total
SAK02;Sakambanza;;-4,607342;17,887517;;T0;7/15/15;9;0
SAK03;Sakambanza;;-4,607913;17,887352;;T0;7/15/15;9;0
SAK03;Sakambanza;;-4,607913;17,887352;;T0;7/15/15;9;0
SAK03;Sakambanza;;-4,607913;17,887352;;T0;7/15/15;9;0
SAK03;Sakambanza;;-4,607913;17,887352;;T0;7/15/15;9;0
SAK03;Sakambanza;;-4,607913;17,887352;;T0;7/15/15;9;0
SAK03;Sakambanza;;-4,607913;17,887352;;T0;7/15/15;9;0
SAK03;Sakambanza;;-4,607913;17,887352;;T0;7/15/15;9;0
SAK03;Sakambanza;;-4,607913;17,887352;;T0;7/15/15;9;0
SAK03;Sakambanza;;-4,607913;17,887352;;T0;7/15/15;9;0
SAK04;Sakambanza;;-4,608768;17,887172;;T0;7/15/15;9;0
SAK04;Sakambanza;;-4,608768;17,887172;;T0;7/15/15;9;0
SAK04;Sakambanza;;-4,608768;17,887172;;T0;7/15/15;9;0
SAK04;Sakambanza;;-4,608768;17,887172;;T0;7/15/15;9;0
SAK04;Sakambanza;;-4,608768;17,887172;;T0;7/15/15;9;0
SAK04;Sakambanza;;-4,608768;17,887172;;T0;7/15/15;9;0
SAK04;Sakambanza;;-4,608768;17,887172;;T0;7/15/15;9;0
SAK04;Sakambanza;;-4,608768;17,887172;;T0;7/15/15;9;0
SAK04;Sakambanza;;-4,608768;17,887172;;T0;7/15/15;9;0
SAK05;Sakambanza;;-4,608733;17,886767;;T0;7/15/15;9;8
SAK05;Sakambanza;;-4,608733;17,886767;;T0;7/15/15;9;8
SAK05;Sakambanza;;-4,608733;17,886767;;T0;7/15/15;9;8
SAK05;Sakambanza;;-4,608733;17,886767;;T0;7/15/15;9;8
SAK05;Sakambanza;;-4,608733;17,886767;;T0;7/15/15;9;8
SAK05;Sakambanza;;-4,608733;17,886767;;T0;7/15/15;9;8
SAK05;Sakambanza;;-4,608733;17,886767;;T0;7/15/15;9;8
SAK05;Sakambanza;;-4,608733;17,886767;;T0;7/15/15;9;8
SAK05;Sakambanza;;-4,608733;17,886767;;T0;7/15/15;9;8
SAK06;Sakambanza;;-4,6081;17,886867;;T0;7/15/15;9;11
SAK06;Sakambanza;;-4,6081;17,886867;;T0;7/15/15;9;11
SAK06;Sakambanza;;-4,6081;17,886867;;T0;7/15/15;9;11
SAK06;Sakambanza;;-4,6081;17,886867;;T0;7/15/15;9;11
SAK06;Sakambanza;;-4,6081;17,886867;;T0;7/15/15;9;11
SAK06;Sakambanza;;-4,6081;17,886867;;T0;7/15/15;9;11
SAK06;Sakambanza;;-4,6081;17,886867;;T0;7/15/15;9;11
SAK06;Sakambanza;;-4,6081;17,886867;;T0;7/15/15;9;11
SAK06;Sakambanza;;-4,6081;17,886867;;T0;7/15/15;9;11
SAK07;Sakambanza;;-4,607617;17,88695;;T0;7/15/15;9;11
SAK07;Sakambanza;;-4,607617;17,88695;;T0;7/15/15;9;11
SAK07;Sakambanza;;-4,607617;17,88695;;T0;7/15/15;9;11
SAK07;Sakambanza;;-4,607617;17,88695;;T0;7/15/15;9;11
SAK07;Sakambanza;;-4,607617;17,88695;;T0;7/15/15;9;11
SAK07;Sakambanza;;-4,607617;17,88695;;T0;7/15/15;9;11
SAK07;Sakambanza;;-4,607617;17,88695;;T0;7/15/15;9;11
SAK07;Sakambanza;;-4,607617;17,88695;;T0;7/15/15;9;11
SAK07;Sakambanza;;-4,607617;17,88695;;T0;7/15/15;9;11
SAK08;Sakambanza;;-4,6071;17,8871;;T0;7/15/15;9;12
SAK08;Sakambanza;;-4,6071;17,8871;;T0;7/15/15;9;12
SAK08;Sakambanza;;-4,6071;17,8871;;T0;7/15/15;9;12
SAK08;Sakambanza;;-4,6071;17,8871;;T0;7/15/15;9;12
SAK08;Sakambanza;;-4,6071;17,8871;;T0;7/15/15;9;12
SAK08;Sakambanza;;-4,6071;17,8871;;T0;7/15/15;9;12
SAK08;Sakambanza;;-4,6071;17,8871;;T0;7/15/15;9;12
SAK08;Sakambanza;;-4,6071;17,8871;;T0;7/15/15;9;12
SAK08;Sakambanza;;-4,6071;17,8871;;T0;7/15/15;9;12
SAK1;SAKA;;-4,604092;17,81586;Pond;PAUL AND RICHARDS' VILLAGES;10/29/16;1;0
SAK2;SAKA;;-4,604276;17,815631;Pond;PAUL AND RICHARDS' VILLAGES;10/29/16;1;0
SAK3;SAKA;;-4,604473;17,815441;Pond;PAUL AND RICHARDS' VILLAGES;10/29/16;1;0
SAK4;SAKA;;-4,60466;17,815231;Pond;PAUL AND RICHARDS' VILLAGES;10/29/16;1;0
SAK5;SAKA;;-4,604486;17,81052;Village;PAUL AND RICHARDS' VILLAGES;10/29/16;1;0
SAK6;SAKA;;-4,60491;17,809718;Village;PAUL AND RICHARDS' VILLAGES;10/29/16;1;0
SAK7;SAKA;;-4,605773;17,809485;Village;PAUL AND RICHARDS' VILLAGES;10/29/16;1;0
SAK8;SAKA;;-4,60655;17,809031;Village;PAUL AND RICHARDS' VILLAGES;10/29/16;1;0
SNZ01;Ferme Sina Nzadi;;-4,316993;17,829991;River;FebMar 2017;3/21/17;1;0
SNZ02;Ferme Sina Nzadi;;-4,316753;17,830221;River;FebMar 2017;3/21/17;1;0
SNZ03;Ferme Sina Nzadi;;-4,316574;17,830465;River;FebMar 2017;3/21/17;1;0
SNZ04;Ferme Sina Nzadi;;-4,316484;17,830709;River;FebMar 2017;3/21/17;1;0
SNZ05;Ferme Sina Nzadi;;-4,316427;17,830892;River;FebMar 2017;3/21/17;1;0
SNZ06;Ferme Sina Nzadi;;-4,316282;17,830996;River;FebMar 2017;3/21/17;1;0
YAS01;Yasa;;-4,501218;17,964465;;T0;7/2/15;9;1
YAS01;Yasa;;-4,501218;17,964465;;T0;7/2/15;9;1
YAS01;Yasa;;-4,501218;17,964465;;T0;7/2/15;9;1
YAS01;Yasa;;-4,501218;17,964465;;T0;7/2/15;9;1
YAS01;Yasa;;-4,501218;17,964465;;T0;7/2/15;9;1
YAS01;Yasa;;-4,501218;17,964465;;T0;7/2/15;9;1
YAS01;Yasa;;-4,501218;17,964465;;T0;7/2/15;9;1
YAS01;Yasa;;-4,501218;17,964465;;T0;7/2/15;9;1
YAS01;Yasa;;-4,501218;17,964465;;T0;7/2/15;9;1
YAS02;Yasa;;-4,501478;17,964747;;T0;7/2/15;9;0
YAS02;Yasa;;-4,501478;17,964747;;T0;7/2/15;9;0
YAS02;Yasa;;-4,501478;17,964747;;T0;7/2/15;9;0
YAS02;Yasa;;-4,501478;17,964747;;T0;7/2/15;9;0
YAS02;Yasa;;-4,501478;17,964747;;T0;7/2/15;9;0
YAS02;Yasa;;-4,501478;17,964747;;T0;7/2/15;9;0
YAS02;Yasa;;-4,501478;17,964747;;T0;7/2/15;9;0
YAS02;Yasa;;-4,501478;17,964747;;T0;7/2/15;9;0
YAS02;Yasa;;-4,501478;17,964747;;T0;7/2/15;9;0
YAS03;Yasa;;-4,500933;17,965022;;T0;7/2/15;9;9
YAS03;Yasa;;-4,500933;17,965022;;T0;7/2/15;9;9
YAS03;Yasa;;-4,500933;17,965022;;T0;7/2/15;9;9
YAS03;Yasa;;-4,500933;17,965022;;T0;7/2/15;9;9
YAS03;Yasa;;-4,500933;17,965022;;T0;7/2/15;9;9
YAS03;Yasa;;-4,500933;17,965022;;T0;7/2/15;9;9
YAS03;Yasa;;-4,500933;17,965022;;T0;7/2/15;9;9
YAS03;Yasa;;-4,500933;17,965022;;T0;7/2/15;9;9
YAS03;Yasa;;-4,500933;17,965022;;T0;7/2/15;9;9
YAS04;Yasa;;-4,500815;17,965387;;T0;7/2/15;9;3
YAS04;Yasa;;-4,500815;17,965387;;T0;7/2/15;9;3
YAS04;Yasa;;-4,500815;17,965387;;T0;7/2/15;9;3
YAS04;Yasa;;-4,500815;17,965387;;T0;7/2/15;9;3
YAS04;Yasa;;-4,500815;17,965387;;T0;7/2/15;9;3
YAS04;Yasa;;-4,500815;17,965387;;T0;7/2/15;9;3
YAS04;Yasa;;-4,500815;17,965387;;T0;7/2/15;9;3
YAS04;Yasa;;-4,500815;17,965387;;T0;7/2/15;9;3
YAS04;Yasa;;-4,500815;17,965387;;T0;7/2/15;9;3
YAS05;Yasa;;-4,501817;17,963567;;T0;7/2/15;9;4
YAS05;Yasa;;-4,501817;17,963567;;T0;7/2/15;9;4
YAS05;Yasa;;-4,501817;17,963567;;T0;7/2/15;9;4
YAS05;Yasa;;-4,501817;17,963567;;T0;7/2/15;9;4
YAS05;Yasa;;-4,501817;17,963567;;T0;7/2/15;9;4
YAS05;Yasa;;-4,501817;17,963567;;T0;7/2/15;9;4
YAS05;Yasa;;-4,501817;17,963567;;T0;7/2/15;9;4
YAS05;Yasa;;-4,501817;17,963567;;T0;7/2/15;9;4
YAS05;Yasa;;-4,501817;17,963567;;T0;7/2/15;9;4
YAS06;Yasa;;-4,501417;17,963717;;T0;7/2/15;9;4
YAS06;Yasa;;-4,501417;17,963717;;T0;7/2/15;9;4
YAS06;Yasa;;-4,501417;17,963717;;T0;7/2/15;9;4
YAS06;Yasa;;-4,501417;17,963717;;T0;7/2/15;9;4
YAS06;Yasa;;-4,501417;17,963717;;T0;7/2/15;9;4
YAS06;Yasa;;-4,501417;17,963717;;T0;7/2/15;9;4
YAS06;Yasa;;-4,501417;17,963717;;T0;7/2/15;9;4
YAS06;Yasa;;-4,501417;17,963717;;T0;7/2/15;9;4
YAS06;Yasa;;-4,501417;17,963717;;T0;7/2/15;9;4
YAS07;Yasa;;-4,500883;17,963817;;T0;7/2/15;9;6
YAS07;Yasa;;-4,500883;17,963817;;T0;7/2/15;9;6
YAS07;Yasa;;-4,500883;17,963817;;T0;7/2/15;9;6
YAS07;Yasa;;-4,500883;17,963817;;T0;7/2/15;9;6
YAS07;Yasa;;-4,500883;17,963817;;T0;7/2/15;9;6
YAS07;Yasa;;-4,500883;17,963817;;T0;7/2/15;9;6
YAS07;Yasa;;-4,500883;17,963817;;T0;7/2/15;9;6
YAS07;Yasa;;-4,500883;17,963817;;T0;7/2/15;9;6
YAS07;Yasa;;-4,500883;17,963817;;T0;7/2/15;9;6
YAS08;Yasa;;-4,500067;17,964817;;T0;7/2/15;9;1
YAS08;Yasa;;-4,500067;17,964817;;T0;7/2/15;9;1
YAS08;Yasa;;-4,500067;17,964817;;T0;7/2/15;9;1
YAS08;Yasa;;-4,500067;17,964817;;T0;7/2/15;9;1
YAS08;Yasa;;-4,500067;17,964817;;T0;7/2/15;9;1
YAS08;Yasa;;-4,500067;17,964817;;T0;7/2/15;9;1
YAS08;Yasa;;-4,500067;17,964817;;T0;7/2/15;9;1
YAS08;Yasa;;-4,500067;17,964817;;T0;7/2/15;9;1
YAS08;Yasa;;-4,500067;17,964817;;T0;7/2/15;9;1
ZAN1;ZANGA MFINDA;;-4,537763;17,986933;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;2;1
ZAN1;ZANGA MFINDA;;-4,537763;17,986933;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;2;1
ZAN2;ZANGA MFINDA;;-4,538578;17,987401;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
ZAN2;ZANGA MFINDA;;-4,538578;17,987401;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
ZAN3;ZANGA MFINDA;;-4,539447;17,98705;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
ZAN3;ZANGA MFINDA;;-4,539447;17,98705;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
ZAN4;ZANGA MFINDA;;-4,540298;17,9865;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
ZAN4;ZANGA MFINDA;;-4,540298;17,9865;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
ZAN5;ZANGA MFINDA;;-4,53739;17,980244;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;2;1
ZAN5;ZANGA MFINDA;;-4,53739;17,980244;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;2;1
ZAN6;ZANGA MFINDA;;-4,537763;17,979408;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
ZAN6;ZANGA MFINDA;;-4,537763;17,979408;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
ZAN7;ZANGA MFINDA;;-4,536901;17,979126;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
ZAN7;ZANGA MFINDA;;-4,536901;17,979126;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
ZAN8;ZANGA MFINDA;;-4,535863;17,979028;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;2;1
ZAN8;ZANGA MFINDA;;-4,535863;17,979028;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;2;1
ZWA01;Lake Zwa;;-4,70683;17,971358;;T0;6/29/15;9;1
ZWA01;Lake Zwa;;-4,70683;17,971358;;T0;6/29/15;9;1
ZWA01;Lake Zwa;;-4,70683;17,971358;;T0;6/29/15;9;1
ZWA01;Lake Zwa;;-4,70683;17,971358;;T0;6/29/15;9;1
ZWA01;Lake Zwa;;-4,70683;17,971358;;T0;6/29/15;9;1
ZWA01;Lake Zwa;;-4,70683;17,971358;;T0;6/29/15;9;1
ZWA01;Lake Zwa;;-4,70683;17,971358;;T0;6/29/15;9;1
ZWA01;Lake Zwa;;-4,70683;17,971358;;T0;6/29/15;9;1
ZWA01;Lake Zwa;;-4,70683;17,971358;;T0;6/29/15;9;1
ZWA02;Lake Zwa;;-4,706273;17,971637;;T0;6/29/15;9;17
ZWA02;Lake Zwa;;-4,706273;17,971637;;T0;6/29/15;9;17
ZWA02;Lake Zwa;;-4,706273;17,971637;;T0;6/29/15;9;17
ZWA02;Lake Zwa;;-4,706273;17,971637;;T0;6/29/15;9;17
ZWA02;Lake Zwa;;-4,706273;17,971637;;T0;6/29/15;9;17
ZWA02;Lake Zwa;;-4,706273;17,971637;;T0;6/29/15;9;17
ZWA02;Lake Zwa;;-4,706273;17,971637;;T0;6/29/15;9;17
ZWA02;Lake Zwa;;-4,706273;17,971637;;T0;6/29/15;9;17
ZWA02;Lake Zwa;;-4,706273;17,971637;;T0;6/29/15;9;17
ZWA03;Lake Zwa;;-4,706058;17,971833;;T0;6/29/15;9;1
ZWA03;Lake Zwa;;-4,706058;17,971833;;T0;6/29/15;9;1
ZWA03;Lake Zwa;;-4,706058;17,971833;;T0;6/29/15;9;1
ZWA03;Lake Zwa;;-4,706058;17,971833;;T0;6/29/15;9;1
ZWA03;Lake Zwa;;-4,706058;17,971833;;T0;6/29/15;9;1
ZWA03;Lake Zwa;;-4,706058;17,971833;;T0;6/29/15;9;1
ZWA03;Lake Zwa;;-4,706058;17,971833;;T0;6/29/15;9;1
ZWA03;Lake Zwa;;-4,706058;17,971833;;T0;6/29/15;9;1
ZWA03;Lake Zwa;;-4,706058;17,971833;;T0;6/29/15;9;1
ZWA04;Lake Zwa;;-4,705963;17,972167;;T0;6/29/15;9;1
ZWA04;Lake Zwa;;-4,705963;17,972167;;T0;6/29/15;9;1
ZWA04;Lake Zwa;;-4,705963;17,972167;;T0;6/29/15;9;1
ZWA04;Lake Zwa;;-4,705963;17,972167;;T0;6/29/15;9;1
ZWA04;Lake Zwa;;-4,705963;17,972167;;T0;6/29/15;9;1
ZWA04;Lake Zwa;;-4,705963;17,972167;;T0;6/29/15;9;1
ZWA04;Lake Zwa;;-4,705963;17,972167;;T0;6/29/15;9;1
ZWA04;Lake Zwa;;-4,705963;17,972167;;T0;6/29/15;9;1
ZWA04;Lake Zwa;;-4,705963;17,972167;;T0;6/29/15;9;1
ZWA05;Lake Zwa;;-4,705993;17,97259;;T0;6/29/15;9;1
ZWA05;Lake Zwa;;-4,705993;17,97259;;T0;6/29/15;9;1
ZWA05;Lake Zwa;;-4,705993;17,97259;;T0;6/29/15;9;1
ZWA05;Lake Zwa;;-4,705993;17,97259;;T0;6/29/15;9;1
ZWA05;Lake Zwa;;-4,705993;17,97259;;T0;6/29/15;9;1
ZWA05;Lake Zwa;;-4,705993;17,97259;;T0;6/29/15;9;1
ZWA05;Lake Zwa;;-4,705993;17,97259;;T0;6/29/15;9;1
ZWA05;Lake Zwa;;-4,705993;17,97259;;T0;6/29/15;9;1
ZWA05;Lake Zwa;;-4,705993;17,97259;;T0;6/29/15;9;1
ZWA06;Lake Zwa;;-4,705862;17,972672;;T0;6/29/15;9;2
ZWA06;Lake Zwa;;-4,705862;17,972672;;T0;6/29/15;9;2
ZWA06;Lake Zwa;;-4,705862;17,972672;;T0;6/29/15;9;2
ZWA06;Lake Zwa;;-4,705862;17,972672;;T0;6/29/15;9;2
ZWA06;Lake Zwa;;-4,705862;17,972672;;T0;6/29/15;9;2
ZWA06;Lake Zwa;;-4,705862;17,972672;;T0;6/29/15;9;2
ZWA06;Lake Zwa;;-4,705862;17,972672;;T0;6/29/15;9;2
ZWA06;Lake Zwa;;-4,705862;17,972672;;T0;6/29/15;9;2
ZWA06;Lake Zwa;;-4,705862;17,972672;;T0;6/29/15;9;2
ZWA07;Lake Zwa;;-4,705823;17,972858;;T0;6/29/15;9;0
ZWA07;Lake Zwa;;-4,705823;17,972858;;T0;6/29/15;9;0
ZWA07;Lake Zwa;;-4,705823;17,972858;;T0;6/29/15;9;0
ZWA07;Lake Zwa;;-4,705823;17,972858;;T0;6/29/15;9;0
ZWA07;Lake Zwa;;-4,705823;17,972858;;T0;6/29/15;9;0
ZWA07;Lake Zwa;;-4,705823;17,972858;;T0;6/29/15;9;0
ZWA07;Lake Zwa;;-4,705823;17,972858;;T0;6/29/15;9;0
ZWA07;Lake Zwa;;-4,705823;17,972858;;T0;6/29/15;9;0
ZWA07;Lake Zwa;;-4,705823;17,972858;;T0;6/29/15;9;0
ZWA08;Lake Zwa;;-4,709938;17,971173;;T0;6/29/15;9;1
ZWA08;Lake Zwa;;-4,709938;17,971173;;T0;6/29/15;9;1
ZWA08;Lake Zwa;;-4,709938;17,971173;;T0;6/29/15;9;1
ZWA08;Lake Zwa;;-4,709938;17,971173;;T0;6/29/15;9;1
ZWA08;Lake Zwa;;-4,709938;17,971173;;T0;6/29/15;9;1
ZWA08;Lake Zwa;;-4,709938;17,971173;;T0;6/29/15;9;1
ZWA08;Lake Zwa;;-4,709938;17,971173;;T0;6/29/15;9;1
ZWA08;Lake Zwa;;-4,709938;17,971173;;T0;6/29/15;9;1
ZWA08;Lake Zwa;;-4,709938;17,971173;;T0;6/29/15;9;1
