ProvincePoliAdmin;Cheflieux;Proved;Sproved;Territoire;Groupement;Commune;Nom Ecole;Adresse;GPS_latitude;GPS_longitude;GPS_altitude;GPS_precision;Numero SECOPE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KASAI;TSHIKAPA;KASAI 2;MAPANGU;ILEBO;NDOMBA NDJARE ;NEANT;BASONGO ECOLE MATERNELLE;BASONGO ;-4.326030565425754;20.368729457259178;394.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KASAI;TSHIKAPA;KASAI 2;MAPANGU;ILEBO;TUNDU NDOMA NDJARE ;MAPANGU;BUAWU NYANGONDO ECOLE MATERNELLE;NYEKESE ;-4.393295212648809;20.50156711600721;545.0;4.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KASAI;TSHIKAPA;KASAI 2;MAPANGU;ILEBO;BAKUMUBIYAMBU;MAPANGU;JOPSEPH NYATH ECOLE MATERNELLE;VILLAGE YAMBA YAMBA;-4.376676161773503;20.136166932061315;503.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KASAI;TSHIKAPA;KASAI 2;MAPANGU;ILEBO;BADINGA BANZADI;MAPANGU;LELE ECOLE MATERNELLE;VILLAGE  LELE ;-4.320236910134554;20.151915606111288;373.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KASAI;TSHIKAPA;KASAI 2;MAPANGU;ILEBO;BAKUMUBIYAMBU ;MAPANGU;MALONGO ECOLE MATERNELLE;VILLAGE  YAMBA YAMBA ;-4.372469619847834;20.135547677055;508.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MAI-NDOMBE;INONGO;MAI-NDOMBE;INONGO 2;INONGO;NGONGO;NEANT;BILE2 /NGONGO BASENGELE ECOLE MATERNELLE;NGONGO BASENGELE;-1.8787038744776672;17.948041180379576;312.2534840691425;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MAI-NDOMBE;INONGO;MAI-NDOMBE;INONGO 2;INONGO;MPENGE;NEANT;BILE ECOLE MATERNELLE;BOONGO2;-1.8044203842913111;17.61764823294623;308.17706839148497;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MAI-NDOMBE;INONGO;MAI-NDOMBE;INONGO 2;INONGO;NGONGO;NEANT;RICHARD MPAMPANYE ECOLE MATERNELLE;MONGEMPONGO;-1.7846682494799786;17.86308119842284;288.0516755045296;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MAI-NDOMBE;INONGO;MAI-NDOMBE;INONGO 2;INONGO;NGONGO;NEANT;KIMIA ECOLE MATERNELLE;NGONGO BASENGELE;-1.872142742140267;17.952337339880344;305.0335601174764;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MAI-NDOMBE;INONGO;MAI-NDOMBE;INONGO 2;INONGO;NGONGO;NEANT;EM BOLONIMA/BANZOW-MONENE ECOLE MATERNELLE;BANZOW-MONENE;-2.0458456133820744;17.793488916226924;312.2970450266658;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MONGALA;LISALA;MONGALA;BONGANDANGA 4;BONGANDANGA;PO;NEANT;BOSO MELO ECOLE MATERNELLE;BOSO MELO;1.7841430334374309;20.26322635821998;336.0;4.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MONGALA;LISALA;MONGALA;BONGANDANGA 4;BONGANDANGA;BOSO MANE;BONGANDANGA;BOSO MWATA;BOSO MWATA;1.7705648532137275;20.119655169546604;322.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MAI-NDOMBE;INONGO;MAI-NDOMBE;BOLOBO;BOLOBO;MPETI ;;BOLOBO  ECOLE MATERNELLE;00, MBONGO;-2.167160385288298;16.241187304258347;317.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MONGALA;LISALA;MONGALA;BONGANDANGA 4;BONGANDANGA;BONGOMBE;BONGANDANGA;LA SAGESSE BONGOMBE ECOLE MATERNELLE;BOSO NZEMA;1.6293774778023362;19.62558480910957;349.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MONGALA;LISALA;MONGALA;BONGANDANGA 4;BONGANDANGA;BOSO MODANDA ;BONGANDANGA;LA SAGESSE BOSO MWANGA ECOLE MATERNELLE;BOSO MWANGA;1.7418755684047937;20.028786873444915;382.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MONGALA;LISALA;MONGALA;BONGANDANGA 4;BONGANDANGA;BOSO-MANE ;BONGANDANGA;LA SAGESSE LOPORI ECOLE MATERNELLE;BOSO-MANE ;1.7631226032972336;20.10415711440146;340.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MONGALA;LISALA;MONGALA;BONGANDANGA 3;BONGANDANGA;BOGBONGA;NEANT;LA REINE DE SABAH ECOLE MATERNELLE;BOSODJANOA CENTRE;1.7548290872946382;21.33421783335507;367.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MONGALA;LISALA;MONGALA;BONGANDANGA 3;BONGANDANGA;BOSWA;NEANT;MAMAN OKINA ECOLE MATERNELLE;EBONGO;1.8099726224318147;20.583235854282975;336.0;4.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MONGALA;LISALA;MONGALA;BONGANDANGA 3;BONGANDANGA;BOSWA ;BONGANDANGA;LA SAGESSE MONGANA ECOLE MATERNELLE;BOSO KUMA ;1.807148465886712;20.579609675332904;339.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MAI-NDOMBE;INONGO;MAI-NDOMBE;BOLOBO;BOLOBO;BOYAMBOLA ;;PILOTE RITA;100, MOBUTU;-2.1677584340795875;16.229189448058605;285.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MAI-NDOMBE;INONGO;MAI-NDOMBE;BOLOBO;BOLOBO VILLE;BONDJONGO;BOLOBO;BELA ECOLE MATERNELLE;32,LONYOKO;-2.151899873279035;16.23239745385945;312.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MONGALA;LISALA;MONGALA;BONGANDANGA 3;BONGANDANGA;BOSUA;BONGANDANGA;LA SAGESSE MOBEKA/KWALA ECOLE MATERNELLE;KWALA;1.8064530193805695;20.601626252755523;338.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MONGALA;LISALA;MONGALA;LISALA 3;LISALA;BOSO-MODJEBO ;NEANT;CS. LES AGNEAUX ECOLE MATERNELLE;BOSO-MODJEBO ;3.090831320732832;20.77960758469999;371.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KASAI;TSHIKAPA;KASAI 2;SUD BANGA;ILEBO;CENTRE;NEANT;EM TUIKALE  ECOLE MATERNELLE;BANGA;-4.332877574488521;20.57812398299575;396.0;4.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MONGALA;LISALA;MONGALA;LISALA 3;LISALA;GWANGA;NEANT;LENGI ECOLE PRIMAIRE;BOMBONGU;2.910961713641882;20.92718523927033;354.0;4.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KASAI;TSHIKAPA;KASAI 2;SUD BANGA;ILEBO;BANGA CBB ;NEANT;BAMBINO ECOLE MATERNELLE;BANGA CBB;-5.470305732451379;20.486636767163873;712.0;4.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KASAI;TSHIKAPA;KASAI 2;SUD BANGA;ILEBO;MABOMBO MAMBUIDI;NEANT;LWABALA ECOLE MATERNELLE;KABULANGOMA;-5.486430544406176;20.663297781720757;594.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KASAI;TSHIKAPA;KASAI 2;SUD BANGA;ILEBO;MABOMBO;NEANT;NDJAMA NGIRI ECOLE MATERNELLE;LUKODI;-5.486013377085328;20.671158665791154;580.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KASAI;TSHIKAPA;KASAI 2;SUD BANGA;ILEBO;BUSHONGO;NEANT;E M MIKOPE ECOLE MATERNELLE;BUSHONGO;-5.522952717728913;20.483331279829144;636.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KASAI;TSHIKAPA;KASAI 2;SUD BANGA;ILEBO;MAPONO;NEANT;E M LUWOROMBE ECOLE MATERNELLE;MAPONO;-5.740061947144568;20.532427355647087;620.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KASAI;TSHIKAPA;KASAI 2;SUD BANGA;ILEBO;IBOMBO ;NEANT;E M DJOSHI ECOLE MATERNELLE;IBOMBO ITIMU ;-5.659732804633677;20.52033293992281;629.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KASAI;TSHIKAPA;KASAI 2;SUD BANGA;ILEBO;BANGA MAKONDO ;NEANT;EM MPEMBE ECOLE MATERNELLE;BANGA MAKONDO ;-5.493377926759422;20.492975413799286;715.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KASAI;TSHIKAPA;KASAI 2;SUD BANGA;ILEBO;BANGA LUNDUBA ;NEANT;NTANDA KERE ECOLE MATERNELLE;BANGA LUNDUBA ;-5.317176450043917;20.55552687495947;701.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KASAI;TSHIKAPA;KASAI 2;SUD BANGA;ILEBO;KATEYA;NEANT;TEMBO ECOLE MATERNELLE;TEMUA NYIMI;-5.237084557302296;20.564848221838474;685.0;5.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KASAI;TSHIKAPA;KASAI 2;SUD BANGA;ILEBO;MABOMBO MAMBUIDJI ;NEANT;YAKOKO ECOLE MATERNELLE;NGANDA 2;-4.859658186323941;21.551399482414126;573.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KASAI;TSHIKAPA;KASAI 2;SUD BANGA;ILEBO;MABOMBO MAMBUIDJI;NEANT;MPEMBE ECOLE MATERNELLE;BIPONGA/NGARA 2;-5.783821013756096;20.741968983784318;484.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KASAI;TSHIKAPA;KASAI 2;SUD BANGA;ILEBO;MANDJUMBA;NEANT;NDJAMANGIRA ECOLE MATERNELLE;KANYINGA MWAWA ;-5.436567021533847;20.621085427701473;699.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KASAI;TSHIKAPA;KASAI 2;SUD BANGA;ILEBO;BAKUMU IYAMBU;NEANT;BETHEL ECOLE MATERNELLE;KARANENGE;-5.0550881261006;20.24242247454822;488.0;12.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KASAI;TSHIKAPA;KASAI 2;SUD BANGA;ILEBO;BENZ KONJI;NEANT; NGANDJI ECOLE MATERNELLE;NGANDJI;-5.452688354998827;20.425907531753182;611.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KASAI;TSHIKAPA;KASAI 2;SUD BANGA;ILEBO;BASHIMABOMBO;NEANT;E.M BANA BITU ECOLE MATERNELLE;IBOMBO IYEYE;-5.651524448767304;20.416544526815414;632.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KASAI;TSHIKAPA;KASAI 2;MAPANGU;ILEBO;KAZABA;MAPANGU;KAMBEMBO ECOLE MATERNELLE;BIYENGE;-4.358278764411807;20.550508880987763;419.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KASAI;TSHIKAPA;KASAI 2;MAPANGU;ILEBO;BAKUMUBIYAMBU ;MAPANGU;BOMBE KUMAKETE ECOLE MATERNELLE;VILLAGE  NYATE;-4.405914670787752;20.165661172941327;548.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KASAI;TSHIKAPA;KASAI 2;MAPANGU;ILEBO;BAKUMUBIYAMBU ;MAPANGU;EM NDOKANGELE BWAPANGU ECOLE MATERNELLE;VILLAGE SANGA  SANGA ;-4.346646233461797;20.20376656204462;386.0;4.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KASAI;TSHIKAPA;KASAI 2;MAPANGU;ILEBO;BAKUMUBIYAMBU ;MAPANGU;EM. NDJOKANGELE ECOLE MATERNELLE;VILLAGE MALONGO BWANGA ;-4.414393217302859;20.196590814739466;440.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KASAI;TSHIKAPA;KASAI 2;MAPANGU;ILEBO;BAKUMUBIYAMBU ;MAPANGU;EM MALONGO BWANGA ECOLE MATERNELLE;VILLAGE MALONGO BWANGA;-4.412597268819809;20.18878667615354;522.0;4.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUD-UBANGI;GEMENA;SUD UBANGI 2;LIBENGE 1;LIBENGE;NGOMBE KPOSUA;LIBENGE;BOYABU ECOLE MATERNELLE;BOYABU;3.7189900036901236;18.770736632868648;363.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KASAI;TSHIKAPA;KASAI 2;SUD BANGA;ILEBO;BASHIKWASONGO 1;NEANT;E.M KAMBANGA ECOLE MATERNELLE;IRORO MUNENE;-5.688389441929758;20.36579637788236;646.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EQUATEUR;MBANDAKA;EQUATEUR 2;BOLOMBA 1;BOLOMBA;MANGELE ;BOLOMBA;BOMWETI  ECOLE MATERNELLE;AVENUE DE L'HÃ”PITAL ;0.3524726489558816;19.230502462014556;305.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EQUATEUR;MBANDAKA;EQUATEUR 2;BOLOMBA 1;BOLOMBA;MONZALE ELOMBE ;NEANT;IKOMBO ECOLE MATERNELLE;VILLAGE BOKO ;0.46260146889835596;19.24741261638701;326.0;4.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORD-UBANGI;GBADOLITE;NORD UBANGI;MOBAYI MBONGO;MOBAYI-MBONGO;KUMBU;;MAMAN YEMO GROUPE SCOLAIRE;LEMBO NGUGBI;4.309292784892023;21.123570380732417;403.0;4.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KASAI;TSHIKAPA;KASAI 2;MIBALAYI;ILEBO;MASANKE;MIBALAYI;LUABALA ECOLE MATERNELLE;MIKOPE LUABALA;-4.924986697733402;20.754729928448796;636.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KASAI;TSHIKAPA;KASAI 2;MIBALAYI;ILEBO;PERO MINENGE II;MIBALAYI;LWANDA NKERE ECOLE MATERNELLE;NEMBO IBOMBO;-5.259903115220368;21.00080894306302;522.0;4.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KASAI;TSHIKAPA;KASAI 2;MIBALAYI;ILEBO;PERUMINENGE 2;MIBALAYI;LUWOROMBE ECOLE MATERNELLE;MASUWA 2;-5.254134479910135;20.99422805942595;500.0;4.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KASAI;TSHIKAPA;KASAI 2;MIBALAYI;ILEBO;PERUMINENGE 2;MIBALAYI;MIKOPE ECOLE MATERNELLE;MASUWA 1;-5.236516767181456;20.984170949086547;496.0;4.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KASAI;TSHIKAPA;KASAI 2;MIBALAYI;ILEBO;PERUMINENGE 2;MIBALAYI;BANA DITU ECOLE MATERNELLE;BASHIPANGA ;-5.2115597343072295;20.986915435642004;535.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KASAI;TSHIKAPA;KASAI 2;LUEBO;LUEBO VILLE;KABANGU;LUEBO;LUBI ECOLE MATERNELLE;KABANGU;-5.349325658753514;21.418972285464406;483.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MONGALA;LISALA;MONGALA;LISALA 3;LISALA;GWANGA;NEANT;NZONDO MALEBO ECOLE MATERNELLE;BOSO DUA;2.9187014373019338;20.902496427297592;353.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MAI-NDOMBE;INONGO;MAI-NDOMBE;KUTU 5;KUTU;BABAI;TOLO;EM LINEAIRE ECOLE MATERNELLE;MASAMBA;-3.00591757055372;18.645973009988666;317.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MAI-NDOMBE;INONGO;MAI-NDOMBE;OSHWE;OSHWE;BOLENDO;NEANT;KOMO/LOKOLAMA ECOLE MATERNELLE;VILLAGE LOKOLAMA;-2.576084230095148;19.955423763021827;329.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
